date,areaName,areaCode,confirmedRate,latestBy,confirmed,deathNew,death,deathRate
2020-05-11,United Kingdom,K02000001,332.5,3877,223060,187,31579,47.1
2020-05-10,United Kingdom,K02000001,326.7,3923,219183,217,31392,46.8
2020-05-09,United Kingdom,K02000001,320.9,3896,215260,275,31175,46.5
2020-05-08,United Kingdom,K02000001,315.1,4649,211364,579,30900,46.1
2020-05-07,United Kingdom,K02000001,308.2,5614,206715,458,30321,45.2
2020-05-06,United Kingdom,K02000001,299.8,6111,201101,647,29863,44.5
2020-05-05,United Kingdom,K02000001,290.7,4406,194990,726,29216,43.6
2020-05-04,United Kingdom,K02000001,284.1,3985,190584,272,28490,42.5
2020-05-03,United Kingdom,K02000001,278.2,4339,186599,253,28218,42.1
2020-05-02,United Kingdom,K02000001,271.7,4806,182260,584,27965,41.7
2020-05-01,United Kingdom,K02000001,264.5,6201,177454,698,27381,40.8
2020-04-30,United Kingdom,K02000001,255.3,6032,171253,634,26683,39.8
2020-04-29,United Kingdom,K02000001,246.3,4076,165221,769,26049,38.8
2020-04-28,United Kingdom,K02000001,240.2,3996,161145,969,25280,37.7
2020-04-27,United Kingdom,K02000001,234.3,4310,157149,320,24311,36.2
2020-04-26,United Kingdom,K02000001,227.8,4463,152840,364,23991,35.8
2020-04-25,United Kingdom,K02000001,221.2,4913,148377,815,23627,35.2
2020-04-24,United Kingdom,K02000001,213.9,5386,143464,1010,22812,34.0
2020-04-23,United Kingdom,K02000001,205.8,4583,138078,682,21802,32.5
2020-04-22,United Kingdom,K02000001,199.0,4451,133495,847,21120,31.5
2020-04-21,United Kingdom,K02000001,192.4,4301,129044,1224,20273,30.2
2020-04-20,United Kingdom,K02000001,186.0,4676,124743,570,19049,28.4
2020-04-19,United Kingdom,K02000001,179.0,5850,120067,432,18479,27.5
2020-04-18,United Kingdom,K02000001,170.3,5526,114217,1105,18047,26.9
2020-04-17,United Kingdom,K02000001,162.0,5599,108692,913,16942,25.3
2020-04-16,United Kingdom,K02000001,153.7,4618,103093,1036,16029,23.9
2020-04-15,United Kingdom,K02000001,146.8,4605,98476,880,14993,22.4
2020-04-14,United Kingdom,K02000001,139.9,5252,93873,1076,14113,21.0
2020-04-13,United Kingdom,K02000001,132.1,4342,88621,724,13037,19.4
2020-04-12,United Kingdom,K02000001,125.6,5288,84279,657,12313,18.4
2020-04-11,United Kingdom,K02000001,117.8,5234,78991,843,11656,17.4
2020-04-10,United Kingdom,K02000001,110.0,5706,73758,1122,10813,16.1
2020-04-09,United Kingdom,K02000001,101.4,4675,68052,1116,9691,14.4
2020-04-08,United Kingdom,K02000001,94.5,5865,63377,1030,8575,12.8
2020-04-07,United Kingdom,K02000001,85.7,3888,57512,1105,7545,11.2
2020-04-06,United Kingdom,K02000001,79.9,4143,53624,567,6440,9.6
2020-04-05,United Kingdom,K02000001,73.8,6199,49481,599,5873,8.8
2020-04-04,United Kingdom,K02000001,64.5,4000,43282,756,5274,7.9
2020-04-03,United Kingdom,K02000001,58.6,4672,39282,736,4518,6.7
2020-04-02,United Kingdom,K02000001,51.6,4522,34610,657,3782,5.6
2020-04-01,United Kingdom,K02000001,44.9,4567,30088,672,3125,4.7
2020-03-31,United Kingdom,K02000001,38.0,3250,25521,403,2453,3.7
2020-03-30,United Kingdom,K02000001,33.2,2665,22271,374,2050,3.1
2020-03-29,United Kingdom,K02000001,29.2,2502,19606,212,1676,2.5
2020-03-28,United Kingdom,K02000001,25.5,2556,17104,292,1464,2.2
2020-03-27,United Kingdom,K02000001,21.7,2890,14548,288,1172,1.7
2020-03-26,United Kingdom,K02000001,17.4,2129,11658,181,884,1.3
2020-03-25,United Kingdom,K02000001,14.2,1452,9529,191,703,1.0
2020-03-24,United Kingdom,K02000001,12.0,1427,8077,148,512,0.8
2020-03-23,United Kingdom,K02000001,9.9,967,6650,76,364,0.5
2020-03-22,United Kingdom,K02000001,8.5,665,5683,36,288,0.4
2020-03-21,United Kingdom,K02000001,7.5,1035,5018,58,252,0.4
2020-03-20,United Kingdom,K02000001,5.9,714,3983,32,194,0.3
2020-03-19,United Kingdom,K02000001,4.9,643,3269,45,162,0.2
2020-03-18,United Kingdom,K02000001,3.9,676,2626,34,116,0.2
2020-03-17,United Kingdom,K02000001,2.9,407,1950,16,82,0.1
2020-03-16,United Kingdom,K02000001,2.3,152,1543,22,65,0.1
2020-03-15,United Kingdom,K02000001,2.1,330,1391,14,43,0.1
2020-03-14,United Kingdom,K02000001,1.6,264,1061,18,29,
2020-03-13,United Kingdom,K02000001,1.2,207,797,1,10,
2020-03-12,United Kingdom,K02000001,0.9,134,590,2,9,
2020-03-11,United Kingdom,K02000001,0.7,83,456,0,7,
2020-03-10,United Kingdom,K02000001,0.6,52,373,4,7,
2020-03-09,United Kingdom,K02000001,0.5,50,321,1,3,
2020-03-08,United Kingdom,K02000001,0.4,65,271,0,2,
2020-03-07,United Kingdom,K02000001,0.3,46,206,1,2,
2020-03-06,United Kingdom,K02000001,0.2,46,160,1,1,
2020-03-05,United Kingdom,K02000001,0.2,29,114,,,
2020-03-04,United Kingdom,K02000001,0.1,34,85,,,
2020-03-03,United Kingdom,K02000001,0.1,11,51,,,
2020-03-02,United Kingdom,K02000001,0.1,5,40,,,
2020-03-01,United Kingdom,K02000001,0.1,12,35,,,
2020-02-29,United Kingdom,K02000001,,4,23,,,
2020-02-28,United Kingdom,K02000001,,6,19,,,
2020-02-27,United Kingdom,K02000001,,0,13,,,
2020-02-26,United Kingdom,K02000001,,0,13,,,
2020-02-25,United Kingdom,K02000001,,0,13,,,
2020-02-24,United Kingdom,K02000001,,4,13,,,
2020-02-23,United Kingdom,K02000001,,0,9,,,
2020-02-22,United Kingdom,K02000001,,0,9,,,
2020-02-21,United Kingdom,K02000001,,0,9,,,
2020-02-20,United Kingdom,K02000001,,0,9,,,
2020-02-19,United Kingdom,K02000001,,0,9,,,
2020-02-18,United Kingdom,K02000001,,0,9,,,
2020-02-17,United Kingdom,K02000001,,0,9,,,
2020-02-16,United Kingdom,K02000001,,0,9,,,
2020-02-15,United Kingdom,K02000001,,0,9,,,
2020-02-14,United Kingdom,K02000001,,0,9,,,
2020-02-13,United Kingdom,K02000001,,1,9,,,
2020-02-12,United Kingdom,K02000001,,0,8,,,
2020-02-11,United Kingdom,K02000001,,0,8,,,
2020-02-10,United Kingdom,K02000001,,4,8,,,
2020-02-09,United Kingdom,K02000001,,1,4,,,
2020-02-08,United Kingdom,K02000001,,0,3,,,
2020-02-07,United Kingdom,K02000001,,0,3,,,
2020-02-06,United Kingdom,K02000001,,1,3,,,
2020-02-05,United Kingdom,K02000001,,0,2,,,
2020-02-04,United Kingdom,K02000001,,0,2,,,
2020-02-03,United Kingdom,K02000001,,0,2,,,
2020-02-02,United Kingdom,K02000001,,0,2,,,
2020-02-01,United Kingdom,K02000001,,0,2,,,
2020-01-31,United Kingdom,K02000001,,2,2,,,
